Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
17-022673,2017-05,5/13/2017 0:29,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA                        ,721,N TUCKER BLVD       ,36, ,PARKING LOT,201,17TH,906857.6,1019492
17-022855,2017-05,5/13/2017 22:30,Y, , ,1, ,44016,4,ASSLT-AGGRV-HND/FST/FT-3RD-ADUL-DOMESTIC          ,3616,NATURAL BRIDGE AVE  ,59, , ,,,900804.4,1029637
17-023015,2017-05,5/14/2017 23:00,Y, , ,1, ,72130,3,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE              ,622,CHOUTEAU AVE        ,34,EAT-RITE DINER, ,,,907215.2,1013751
17-022753,2017-05,5/13/2017 0:01,Y, , ,1, ,64601,5,"LARCENY-FROM MTR VEH $500 - $24,999               ",5084,DR MARTIN LUTHER KING DR,51, , ,,,887444.4,1030650
17-022857,2017-05,5/14/2017 1:12,Y, , ,1, ,31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,1315,LOCUST ST           ,36, , ,,,906292.4,1018750
17-022920,2017-05,5/14/2017 10:45,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,3300,KEOKUK ST           ,16, , ,,,894504.9,1002203
17-022816,2017-05,5/13/2017 19:00,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,4400,W FLORISSANT AVE    ,69,O FALLON PARK, ,,,898630.3,1036933
17-022846,2017-05,5/14/2017 1:11,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,2901,S KINGSHIGHWAY BLVD ,13, , ,,,886101.4,1009630
17-022879,2017-05,5/14/2017 6:13,Y, , ,1, ,91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",2853,S GRAND BLVD        ,81,TOWER GROVE PARK, ,,,894080.5,1009459
17-022759,2017-05,5/13/2017 13:32,Y, , ,1, ,266510,5,PUBLIC ORDER-TRESPASSING                          ,4949,BARNES JEWISH HOSPITAL PLZ,38,BARNES-JEWISH HOSPITAL, ,4949,,887396.8,1020150
17-023010,2017-05,5/15/2017 0:04,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3520,NATURAL BRIDGE AVE  ,59,BP FOOD MART, ,3520,NATURAL BRIDGE,901199.4,1029504
17-023000,2017-05,5/14/2017 23:04,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,1325,S GRAND BLVD        ,29, , ,1325,GRAND,894902.8,1015747
17-022359,2017-05,05/11/2017 2:30,Y, , ,1, ,64701,1,LARCENY-FROM MTR VEH UNDER $500                   ,4720,S BROADWAY          ,17, ,APT 410,4720,BROADWAY,895912.1,996407
17-022963,2017-05,5/14/2017 18:12,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING                          ,1210,LOCUST ST           ,36,CHRIST CHURCH CATHEDRAL, ,1210,LOCUST,906389.8,1018559
17-022714,2017-05,05/12/2017 22:15,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500                  ,120,W CATALAN ST        ,2, , ,120,CATALAN,886791.9,985739.5
17-022264,2017-05,05/10/2017 20:30,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,4115,W PENROSE ST        ,68, , ,4130,PENROSE,898636.8,1033789
17-022467,2017-05,05/11/2017 21:00,Y, , ,1, ,91124,3,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC          ",3743,PENNSYLVANIA AVE    ,19, , ,3743,PENNSYLVANIA,895917.9,1002953
17-022756,2017-05,05/12/2017 23:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,3452,S SPRING AVE        ,15, , ,3452,SPRING,892484.9,1005667
17-022118,2017-05,05/09/2017 16:30,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500                  ,5930,WANDA AVE           ,5, , ,5930,WANDA,885359.6,998936.4
17-022728,2017-05,5/13/2017 10:15,Y, , ,1, ,51212,4,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED       ,3256,KNAPP ST            ,65, , ,3256,KNAPP,905909.5,1027970
17-022500,2017-05,05/12/2017 4:10,Y, , ,1, ,52212,3,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE         ,1641,S JEFFERSON AVE     ,31,SUBWAY, ,1641,JEFFERSON,899683.5,1013252
17-022535,2017-05,05/10/2017 21:30,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500                   ,4060,OLEATHA AVE         ,15, , ,4060,OLEATHA,889914.1,1005161
17-022924,2017-05,5/14/2017 12:42,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,0,BERTHOLD AVE / OAKVIEW PL,41, , ,,,881612.7,1018024
17-022980,2017-05,5/14/2017 17:30,Y, , ,1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3500,LEE AVE             ,67, , ,,,902322.1,1031194
17-022985,2017-05,5/14/2017 19:55,Y, , ,1, ,250000,5,LOITERING-BEGGING                                 ,0,FOREST PARK PKWY / S KINGSHIGH,38, , ,,,887198.4,1021913
17-022941,2017-05,5/14/2017 7:30,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",150,DR MARTIN LUTHER KING DR,35, , ,,,909952.6,1019148
17-022952,2017-05,5/14/2017 16:10,Y, , ,1, ,229999,1,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE                ,0,GERMANIA ST / HAMPTON AVE,4, , ,,,879097.3,994408.1
17-022659,2017-05,05/12/2017 15:30,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500                  ,600,N EUCLID AVE        ,38,TRINITY EPISCOPAL CHURCH,PARKING LOT,,,888580.9,1025734
17-022803,2017-05,5/13/2017 16:00,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500                  ,529,CHESTNUT ST         ,35,TGI FRIDAY S,TGI FRIDAY S,529,CHESTNUT,908732.9,1017197
17-022518,2017-05,05/12/2017 8:51,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA                        ,7600,HALL ST,79, ,@WORKHOUSE,7600,HALL,899461.2,1045874
17-022198,2017-05,05/09/2017 20:00,Y, , ,1, ,52321,6,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/OCCUPIED     ,4025,SULLIVAN AVE        ,56, ,@FARRAGUT SCHOOL,4025,SULLIVAN,897979.9,1030221
17-023027,2017-05,5/15/2017 1:35,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,6007,MAPLE AVE           ,48, ,1ST FL,6007,MAPLE,879542.3,1029900
17-022666,2017-05,05/12/2017 23:58,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,5536,WREN AVE            ,72, , ,5536,WREN,892634.2,1044473
17-022745,2017-05,5/13/2017 12:30,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,0,N 11TH ST / SALISBURY ST,65, , ,1412,BREMEN,906468.6,1029947
17-022838,2017-05,5/13/2017 22:35,Y, , ,1, ,52230,5,BURGLARY-BUSINESS/NIT/ATT FORCIBLE ENTRY          ,2715,N SARAH ST          ,57,ST MATTHEW THE APOSTLE, ,2715,SARAH,896486.2,1028855
17-022917,2017-05,5/14/2017 12:00,Y, , ,1, ,250000,4,LOITERING-BEGGING                                 ,810,SPRUCE ST           ,35, , ,810,SPRUCE,907472.1,1015934
17-022453,2017-05,04/11/2017 17:00,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500                  ,5124,LOTUS AVE           ,52, , ,5124,LOTUS,888071.8,1031942
17-022860,2017-05,5/13/2014 23:00,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500                   ,1911,LOCUST ST           ,36, , ,718,HOLLY HILLS,903753.8,1019516
17-022789,2017-05,5/13/2017 15:34,Y, , ,1, ,63601,2,"LARCENY-SHOPLIFT $500 - $24,999                   ",3573,BAMBERGER AVE       ,15, ,AMERICA S BEST CONTACTS & EYEGLASSES,3573,BAMBERGER,891948.5,1004428
17-022191,2017-05,05/05/2017 12:00,Y, , ,1, ,67701,3,LARCENY-FROM BUILDING UNDER $500                  ,3329,MISSOURI AVE        ,22, , ,3329,MISSOURI,899288.7,1005232
17-022913,2017-05,5/14/2017 11:15,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4500,CHOUTEAU AVE        ,39, , ,4508,CHOUTEAU,888476.6,1018437
17-022863,2017-05,5/14/2017 2:40,Y, , ,1, ,91113,5,SIMPLE ASSAULT-ADULT/NO INJURY                    ,4036,ENRIGHT AVE         ,58, , ,4036,ENRIGHT,894236.1,1024009
17-022785,2017-05,05/12/2017 21:30,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500                  ,5252,OLEATHA AVE         ,14, , ,5252,OLEATHA,882922.3,1006229
17-022911,2017-05,5/13/2017 20:30,Y, , ,1, ,51212,1,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED       ,5631,GRESHAM AVE         ,6, , ,5631,GRESHAM,879647,998358
17-022747,2017-05,05/12/2017 20:00,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500                  ,3126,N NEWSTEAD AVE      ,56, , ,3126,NEWSTEAD,894888.3,1031659
17-022621,2017-05,05/12/2017 15:00,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING                          ,430,S 15TH ST           ,36, ,@GREYHOUND,430,15TH,904845.8,1016613
17-022680,2017-05,5/13/2017 0:01,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,3291,S KINGSHIGHWAY BLVD ,14,QUICK TRIP, ,3291,KINGSHIGHWAY,885690.1,1007605
17-023099,2017-05,05/11/2017 12:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1140,N KINGSHIGHWAY BLVD ,53, , ,1140,KINGSHIGHWAY,888131.1,1028185
17-023004,2017-05,5/14/2017 23:23,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,0,N 4TH ST / WASHINGTON AVE,35, , ,,,909581.6,1018292
17-022549,2017-05,05/12/2017 8:40,Y, , ,1, ,52112,3,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED        ,1300,CHEROKEE ST         ,18, ,@ GETAWAY CARTS,1300,CHEROKEE,901349.6,1004698
17-022448,2017-05,05/10/2017 20:00,Y, , ,1, ,52312,3,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED    ,1300,CHEROKEE ST         ,18,GET AWAY CARTS, ,1300,CHEROKEE,901349.6,1004698
17-022896,2017-05,5/14/2017 5:00,Y, , ,1, ,51322,4,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,1002,CARR ST,62, , ,1002,CARR,908115.9,1020473
17-022784,2017-05,05/06/2017 14:00,Y, , ,1, ,51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,3222,N DAKOTA ST         ,16, ,UPSTAIRS,3222,DAKOTA,894057.6,998592.8
17-022919,2017-05,5/14/2017 11:15,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500                   ,0,N LEONARD AVE / LOCUST ST,77, , ,3224,LOCUST,898300.8,1020827
17-022739,2017-05,4/22/2017 12:00,Y, , ,1, ,69702,1,LARCENY-ALL OTHER UNDER $500                      ,5129,EICHELBERGER ST     ,7, , ,5129,EICHELBERGER,882284.5,1000694
17-022836,2017-05,5/13/2017 23:20,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4349,SAINT LOUIS AVE     ,57, , ,4364,SAINT LOUIS,895509.1,1030138
17-022940,2017-05,5/14/2017 14:30,Y, , ,1, ,43013,1,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ,5600,GRAVOIS AVE         ,5, , ,4779,MILENTZ,885431.4,999336.9
17-023065,2017-05,5/13/2017 17:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2630,DR MARTIN LUTHER KING DR,59,BELLE MIDWEST FURNITURE, ,2630,DR MARTIN LUTHER KING,901899.6,1021207
17-022790,2017-05,5/13/2017 14:55,Y, , ,1, ,67601,5,"LARCENY-FROM BUILDING $500 - $24,999              ",4495,FOREST PARK AVE     ,38,GREAT CLIPS, ,4495,FOREST PARK,889164.2,1021486
17-022772,2017-05,05/11/2017 10:00,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500                  ,1116,BRISTOL LN          ,63, , ,1116,BRISTOL,908357.4,1024419
17-022849,2017-05,5/14/2017 0:55,Y, , ,1, ,31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,2900,ST VINCENT AVE      ,31, ,@ RESIDENCE,2900,ST VINCENT,898053,1014019
17-023020,2017-05,5/15/2017 0:15,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3406,N 22ND ST           ,65, , ,3406,22ND,904533.5,1028158
17-022616,2017-05,05/12/2017 16:51,Y, , ,1, ,52122,4,BURGLARY-BUSINESS/DAY/UNLAW ENT/UNOCCUPIED        ,811,N 9TH ST            ,35,HOLIDAY INN - DOWNTOWN  ST. LOUIS, ,811,9TH,908092,1019473
17-022211,2017-05,05/10/2017 15:00,Y, , ,1, ,91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",325,N NEWSTEAD AVE      ,38, , ,325,NEWSTEAD,890374.3,1023427
17-023028,2017-05,5/15/2017 0:40,Y, , ,1, ,42011,1,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE        ,4660,CHIPPEWA ST         ,5,SHOP N SAVE, ,,,885362.3,1003846
17-022955,2017-05,5/14/2017 13:20,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",200,S BROADWAY          ,35,STADIUM EAST, ,,,908743.9,1016075
17-022557,2017-05,05/12/2017 11:56,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,3700,UNION BLVD          ,70, , ,,,889231.6,1036274
17-015935,2017-05,04/05/2017 20:20,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,4126,W FLORISSANT AVE    ,68,BP GAS STATION, ,6040,HARNEY,900142.6,1034662
17-023076,2017-05,5/13/2017 18:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,282,DE BALIVIERE AVE    ,47, ,BOOST MOBILE,282,DE BALIVIERE,881589.6,1025006
17-022185,2017-05,05/07/2017 12:00,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL                            ,5536,CHIPPEWA ST         ,7, , ,5536,CHIPPEWA,881154.3,1004600
17-023100,2017-05,5/15/2017 11:28,Y, , ,1, ,151130,5,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING            ,4963,FOUNTAIN AVE        ,53, , ,4963,FOUNTAIN,888163.4,1027801
17-022736,2017-05,5/13/2017 8:00,Y, , ,1, ,67601,1,"LARCENY-FROM BUILDING $500 - $24,999              ",6168,LOUISIANA AVE       ,1, , ,6168,LOUISIANA,889883.3,993790.6
17-022947,2017-05,5/13/2017 20:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4950,LINDENWOOD AVE      ,14, ,FRONT DOOR,4950,LINDENWOOD,884473.9,1004505
17-022418,2017-05,05/11/2017 9:00,Y, , ,1, ,51112,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED       ,1131,CANAAN AVE          ,74, , ,1131,CANAAN,895136.5,1051512
17-022184,2017-05,4/30/2017 12:00,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL                            ,5325,GILSON AVE          ,5, , ,5325,GILSON,885459.6,1000457
17-022509,2017-05,05/11/2017 22:00,Y, , ,1, ,51222,1,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED       ,5128,CHRISTY AVE         ,5, , ,5128,CHRISTY,884412.9,1000540
17-022825,2017-05,5/13/2017 16:30,Y, , ,1, ,66701,3,LARCENY-BICYCLES UNDER $500                       ,2718,GRAVOIS AVE         ,30,BEACHWOOD BAR, ,2718,GRAVOIS,898429.8,1008603
17-022994,2017-05,5/14/2017 21:00,Y, , ,1, ,10000,5,HOMICIDE                                          ,1007,N TAYLOR AVE        ,54, , ,4541,MCMILLAN,891163.8,1026687
17-022608,2017-05,05/12/2017 16:30,Y, , ,1, ,51112,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED       ,5525,IDAHO AVE           ,1, , ,5524,ALASKA,891701.9,995421.7
17-022327,2017-05,05/10/2017 18:00,Y, , ,1, ,51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,5955,WATERMAN BLVD       ,46, , ,5955,WATERMAN,879082.1,1025787
17-022647,2017-05,05/12/2017 20:50,Y, , ,1, ,91113,5,SIMPLE ASSAULT-ADULT/NO INJURY                    ,707,N KINGSHIGHWAY BLVD ,51,MOBIL GAS STATION, ,707,KINGSHIGHWAY,887661.3,1026321
17-022368,2017-05,05/11/2017 10:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1401,N 7TH ST            ,62, , ,1401,7TH,909422.4,1021549
17-020420,2017-05,05/01/2017 5:00,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,6001,W FLORISSANT AVE    ,73,BP GAS STATION, ,,,891175.6,1047253
17-023019,2017-05,5/15/2017 0:26,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,5750,NATURAL BRIDGE AVE  ,50, , ,,,885556.4,1038533
17-022951,2017-05,5/14/2017 15:49,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5750,NATURAL BRIDGE AVE  ,50,GULF GAS STATION,PARKING LOT,,,885556.4,1038533
17-020555,2017-05,05/01/2017 16:35,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT                         ,0,S JEFFERSON AVE / VICTOR ST,23, , ,,,899523.6,1009803
17-022933,2017-05,5/14/2017 14:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,0,SAINT LOUIS AVE / UNION BLVD,52, ,ALIAS UNION/ST LOUIS,,,888227.8,1034459
17-020457,2017-05,4/27/2017 17:30,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,0,DR MARTIN LUTHER KING DR / UNI,51, , ,,,886534.3,1031322
17-022671,2017-05,5/13/2017 0:01,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT                         ,0,S BROADWAY / CHOUTEAU AVE,34, , ,,,907880.3,1013736
17-020577,2017-05,05/01/2017 18:40,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING                          ,400,N TUCKER BLVD       ,35, , ,,,906846.5,1018602
17-022944,2017-05,5/13/2017 19:00,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500                  ,4211,BOTANICAL AVE       ,27, , ,,,890215.8,1011154
17-020494,2017-05,05/01/2017 12:37,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,0,HAMPTON AVE / VICTORIA AVE,41, , ,,,880957.9,1017289
17-023016,2017-05,5/15/2017 0:10,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,4300,N BROADWAY          ,64, , ,,,905802.8,1032875
17-023211,2017-05,5/15/2017 20:00,Y, , ,1, ,250000,5,LOITERING-BEGGING                                 ,315,N EUCLID AVE        ,38, ,N EUCLID AVE/ MARYLAND PLAZA,,,888340.1,1023682
17-022848,2017-05,5/14/2017 0:34,Y, , ,1, ,91113,2,SIMPLE ASSAULT-ADULT/NO INJURY                    ,0,GUSTINE AVE / POTOMAC ST,15, , ,,,891421,1005430
17-022588,2017-05,05/11/2017 2:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,0,N 2ND ST / OFALLON ST,64, , ,,,910540.7,1021010
17-023195,2017-05,5/15/2017 18:42,Y, , ,1, ,67601,3,"LARCENY-FROM BUILDING $500 - $24,999              ",2018,S 7TH ST            ,20,PENERA BREAD, ,,,905151.5,1009981
17-022928,2017-05,5/14/2017 12:40,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,1751,BILLUPS AVE         ,57, , ,,,893825.3,1028302
17-023394,2017-05,5/16/2017 16:45,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT                         ,2645,S GRAND BLVD        ,25, , ,,,894234.4,1010426
17-022542,2017-05,05/09/2017 12:00,Y, , ,1, ,103000,2,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT    ,3635,VISTA AVE           ,29,SLU HOSPITAL, ,3635,VISTA,894354.8,1015713
17-023023,2017-05,5/14/2017 19:00,Y, , ,1, ,121000,4,EMBEZZLEMENT-VALUE OVER $150                      ,529,CHESTNUT ST         ,35,TGI FRIDAYS, ,529,CHESTNUT,908732.9,1017197
17-022895,2017-05,5/13/2017 14:00,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500                   ,333,WASHINGTON AVE      ,35,HAMPTON INN,SURFACE PARKING LOT,333,WASHINGTON,909766.3,1018424
17-020425,2017-05,4/30/2017 8:20,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500                   ,2340,MARKET ST           ,36,COURTYARD BY MARRIOTT,REAR PARKING LOT,2340,MARKET,901627.6,1018357
17-022576,2017-05,05/12/2017 14:11,Y, , ,1, ,182130,3,DRUGS-POSSESSION/HEROIN                           ,2900,GASCONADE ST        ,16, , ,,,896412.5,1000752
17-020944,2017-05,05/04/2017 0:30,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",0,DR MARTIN LUTHER KING DR / GOO,78, , ,,,883184.1,1033624
17-022554,2017-05,05/08/2017 8:25,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4780,S SPRING AVE        ,16, ,@IMOS - S SPRING,,,890472.8,999073.9
17-020405,2017-05,05/01/2017 0:31,Y, , ,1, ,43203,3,AGG.ASSAULT-OTH DANG WEP/POL OFFC 3RD DEGREE      ,816,GEYER AVE           ,21, ,MOLLYS BAR,,,904769.3,1010363
17-023021,2017-05,5/15/2017 1:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,0,S BROADWAY / CERRE ST,35, , ,,,908252.1,1014911
17-023115,2017-05,5/15/2017 12:10,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1501,N JEFFERSON AVE     ,59, ,IN THE STREET,,,902228.9,1023863
17-020603,2017-05,05/01/2017 22:45,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY                    ,0,S 18TH ST / CLARK AVE,36, , ,,,903906.1,1017271
17-022711,2017-05,5/13/2017 7:30,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",0,N 19TH ST / PINE ST,36, , ,,,903832.8,1018776
17-022885,2017-05,5/13/2017 17:00,Y, , ,1, ,65701,3,LARCENY-MTR VEH PARTS UNDER $500                  ,0,ARKANSAS AVE / HARTFORD ST,25, , ,,,894523.8,1008024
17-023156,2017-05,5/15/2017 15:30,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT                         ,0,S COMPTON AVE / SIDNEY ST,25, , ,,,896212.4,1010138
17-020460,2017-05,05/01/2017 9:30,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,0,GOODFELLOW BLVD / GREER AVE,50, , ,,,884936.3,1036904
17-022717,2017-05,5/13/2017 8:00,Y, , ,1, ,91113,1,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3608,DELOR ST            ,16,RESIDENCE, ,,,891552.9,997605.5
17-022973,2017-05,5/14/2017 18:25,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT                         ,3108,MERAMEC ST          ,17, , ,,,895309.4,1000246
17-022928,2017-05,5/14/2017 12:40,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,1751,BILLUPS AVE         ,57, , ,,,893825.3,1028302
17-022905,2017-05,5/14/2017 10:52,Y, , ,1, ,63701,1,LARCENY-SHOPLIFT UNDER $500                       ,4930,CHRISTY BLVD,5, ,@BURLINGTON COAT FACTORY,4930,CHRISTY,884082.3,1001677
17-023006,2017-05,5/14/2017 22:15,Y, , ,1, ,44012,3,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE    ",1433,PEABODY CT          ,33, ,CLINTON PEABODY HOUSING COMPLEX,1325,GRAND,904206.2,1013767
17-022536,2017-05,05/12/2017 10:15,Y, , ,1, ,91113,2,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5050,OAKLAND AVE         ,40,SCIENCE CENTER,@ST LOUIS SCIENCE CENTER,5050,OAKLAND,885841.9,1017790
17-023026,2017-05,5/15/2017 0:22,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,3242,DELOR ST            ,16, , ,3933,BROADWAY,893496.3,996340.5
17-020492,2017-05,05/01/2017 11:27,Y, , ,1, ,103000,3,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT    ,2615,GRAVOIS AVE         ,24, ,@LEND NATION,2615,GRAVOIS,899168.6,1009253
17-022660,2017-05,05/12/2017 22:42,Y, , ,1, ,67701,2,LARCENY-FROM BUILDING UNDER $500                  ,5055,ARSENAL ST          ,13,SCHNUCKS, ,5055,ARSENAL,884765.6,1009623
17-023194,2017-05,5/15/2017 18:19,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,3511,BAMBERGER AVE       ,15,GRAVOIS PLAZA, ,,,892172.8,1005396
17-023259,2017-05,5/16/2017 2:20,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,400,N BROADWAY          ,35, , ,,,909152.2,1017895
17-022954,2017-05,5/14/2017 13:30,Y, , ,1, ,65701,3,LARCENY-MTR VEH PARTS UNDER $500                  ,0,S GRAND BLVD / HARTFORD ST,25, , ,,,893884.9,1008098
17-023183,2017-05,5/15/2017 16:45,Y, , ,1, ,43023,3,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 3RD DEGREE    ,3100,CHEROKEE ST         ,19, , ,,,895994.4,1005310
17-020410,2017-05,05/01/2017 0:25,Y, , ,1, ,182260,1,DRUGS-POSSESSION/METHAMPHETAMINE                  ,4200,LOUGHBOROUGH AVE    ,4, ,AT LEONA,,,883953.9,994987.9
